timestamp,NO2,C2H50H,VOC,CO,Alcohol,LPG,Benzene,Temperature,Pressure,Humidity,Gas_Resistance,Altitude,State19.51
192228,51,154,194,762,2,315,4294967295,24.28,1014.78,14.18,468.17,18.43,0
193224,51,153,194,761,2,327,4294967295,24.28,1014.78,14.17,468.17,18.43,0
194220,51,153,194,761,2,339,4294967295,24.28,1014.78,14.17,470.14,18.35,0
195216,51,154,194,767,2,325,4294967295,24.28,1014.79,14.18,469.81,18.35,0
196212,51,153,195,773,2,322,4294967295,24.28,1014.79,14.16,470.14,18.35,0
197208,52,154,195,777,2,316,4294967295,24.28,1014.79,14.18,470.14,18.35,0
198204,52,153,195,779,2,313,4294967295,24.28,1014.79,14.18,469.15,18.43,0
199200,52,154,195,782,2,307,4294967295,24.28,1014.78,14.17,467.52,18.35,0
200196,52,153,195,784,2,317,4294967295,24.28,1014.79,14.17,466.55,18.35,0
201192,51,154,195,786,2,321,4294967295,24.28,1014.79,14.17,469.81,18.35,0
202188,52,154,196,786,2,307,4294967295,24.28,1014.79,14.17,468.17,18.35,0
203184,52,153,196,787,2,299,4294967295,24.28,1014.79,14.19,465.58,18.35,0
204180,52,153,196,788,2,319,4294967295,24.28,1014.79,14.19,464.29,18.35,0
205176,52,154,196,789,2,307,4294967295,24.28,1014.79,14.18,463.97,18.43,0
206172,52,153,196,788,2,307,4294967295,24.28,1014.78,14.18,459.53,18.43,0
207168,52,153,195,785,2,309,4294967295,24.28,1014.78,14.18,464.29,18.43,0
208164,51,153,194,782,2,306,4294967295,24.28,1014.78,14.17,465.25,18.43,0
209160,51,153,194,781,2,307,4294967295,24.28,1014.78,14.17,465.25,18.43,0
210156,51,153,193,781,2,303,4294967295,24.27,1014.78,14.19,468.17,18.51,0
211152,51,152,193,778,2,351,4294967295,24.27,1014.77,14.17,468.17,18.51,0
212148,52,152,193,777,2,304,4294967295,24.27,1014.77,14.17,472.12,18.43,0
213144,51,152,193,776,2,292,4294967295,24.27,1014.78,14.17,468.83,18.51,0
214140,52,152,192,775,2,308,4294967295,24.27,1014.77,14.17,472.79,18.51,0
215136,51,151,191,773,2,338,4294967295,24.27,1014.77,14.16,472.12,18.51,0
216132,52,151,191,772,2,297,4294967295,24.27,1014.77,14.16,472.79,18.51,0
217128,52,151,191,771,2,306,4294967295,24.27,1014.77,14.16,478.17,18.51,0
218124,51,151,190,770,2,306,4294967295,24.27,1014.77,14.16,478.85,18.51,0
219120,51,150,190,769,2,295,4294967295,24.27,1014.77,14.15,479.53,18.43,0
220116,52,150,190,767,2,297,4294967295,24.27,1014.78,14.15,480.91,18.43,0
221112,51,149,189,767,2,297,4294967295,24.27,1014.78,14.15,482.29,18.35,0
222108,51,150,189,766,2,301,4294967295,24.27,1014.79,14.15,482.29,18.27,0
223104,51,149,189,765,2,301,4294967295,24.27,1014.80,14.14,482.98,18.18,0
224100,51,149,188,765,2,308,4294967295,24.27,1014.81,14.14,483.68,18.10,0
225096,51,149,188,765,2,310,4294967295,24.26,1014.82,14.15,483.68,18.10,0
226092,51,149,187,765,2,306,4294967295,24.26,1014.82,14.15,483.68,18.02,0
227088,51,148,187,764,2,307,4294967295,24.26,1014.83,14.15,485.07,17.93,0
228084,51,148,186,764,2,293,4294967295,24.26,1014.84,14.13,488.25,17.93,0
229080,51,148,187,763,2,296,4294967295,24.25,1014.84,14.15,485.07,17.85,0
230076,51,148,187,764,2,297,4294967295,24.25,1014.85,14.16,485.07,17.93,0
231072,51,148,186,763,2,310,4294967295,24.25,1014.84,14.16,485.07,17.93,0
232068,50,147,185,763,2,305,4294967295,24.25,1014.84,14.16,483.68,17.93,0
233064,50,147,185,762,2,294,4294967295,24.25,1014.84,14.17,482.29,17.93,0
234060,50,147,185,763,2,305,4294967295,24.25,1014.84,14.19,482.63,17.93,0
235056,50,147,185,761,2,287,4294967295,24.25,1014.84,14.19,484.37,17.93,0
236052,51,146,185,761,2,300,4294967295,24.25,1014.84,14.19,482.29,17.93,0
237048,50,147,185,762,2,301,4294967295,24.26,1014.84,14.21,482.98,18.02,0
238044,50,146,183,761,2,295,4294967295,24.25,1014.83,14.23,479.88,18.10,0
239040,50,146,184,760,2,290,4294967295,24.25,1014.82,14.23,478.17,18.10,0
240036,50,146,184,761,2,293,4294967295,24.26,1014.82,14.24,479.53,18.02,0
241032,50,146,183,760,2,291,4294967295,24.26,1014.83,14.26,477.49,18.10,0
242028,50,146,183,760,2,299,4294967295,24.26,1014.82,14.28,479.53,18.18,0
243024,50,145,183,759,2,283,4294967295,24.26,1014.81,14.29,475.46,18.27,0
244020,50,145,183,760,2,285,4294967295,24.26,1014.80,14.31,475.12,18.27,0
245016,50,144,182,759,2,284,4294967295,24.25,1014.80,14.32,475.80,18.35,0
246012,50,145,182,759,2,283,4294967295,24.26,1014.79,14.34,473.79,18.35,0
247008,50,145,181,760,2,286,4294967295,24.26,1014.79,14.35,474.79,18.43,0
248004,51,144,181,760,2,284,4294967295,24.26,1014.78,14.35,471.46,18.51,0
249000,50,144,182,760,2,283,4294967295,24.26,1014.77,14.36,470.80,18.68,0
249996,50,145,182,762,2,285,4294967295,24.26,1014.75,14.36,466.55,18.76,0
250992,50,144,182,763,2,285,4294967295,24.26,1014.74,14.37,466.87,18.85,0
251988,51,144,182,763,2,262,4294967295,24.26,1014.73,14.38,465.90,18.93,0
252984,50,144,181,763,2,276,4294967295,24.26,1014.72,14.42,464.93,18.93,1
253980,50,145,183,778,3,304,4294967295,24.26,1014.72,14.45,462.37,18.93,1
254976,52,148,190,804,2,310,4294967295,24.26,1014.72,14.51,460.47,19.01,1
255972,53,154,196,838,2,291,4294967295,24.26,1014.71,14.54,462.37,18.93,1
256968,52,159,203,878,3,314,4294967295,24.27,1014.72,14.58,457.34,18.93,1
257964,54,161,208,893,2,367,1,24.27,1014.72,14.63,451.50,18.93,1
258960,54,166,211,900,2,388,3,24.27,1014.72,14.65,448.78,18.93,1
259956,55,171,217,910,2,399,4294967295,24.26,1014.72,14.70,445.80,18.93,1
260952,57,178,224,923,2,428,4294967295,24.26,1014.72,14.71,440.54,18.93,1
261948,58,185,227,939,2,467,4294967295,24.26,1014.72,14.74,443.45,18.85,1
262944,58,189,231,946,2,509,4294967295,24.26,1014.73,14.75,443.45,18.85,1
263940,59,196,236,958,2,542,4294967295,24.26,1014.73,14.75,448.78,18.85,1
264936,60,198,237,957,3,632,4294967295,24.26,1014.73,14.74,442.87,18.76,1
265932,61,202,240,958,2,631,4294967295,24.26,1014.74,14.72,444.33,18.60,1
266928,61,202,239,952,2,721,4294967295,24.26,1014.76,14.70,445.21,18.60,1
267924,60,202,238,947,2,686,4294967295,24.26,1014.76,14.68,444.92,18.51,1
268920,60,199,234,938,2,722,4294967295,24.26,1014.77,14.66,445.80,18.43,1
269916,60,198,233,931,2,1059,4294967295,24.26,1014.78,14.64,446.10,18.35,1
270912,60,200,234,928,2,804,4294967295,24.26,1014.79,14.63,444.04,18.27,1
271908,59,199,233,923,3,948,4294967295,24.26,1014.80,14.62,444.04,18.18,1
272904,59,197,231,915,2,941,4294967295,24.26,1014.81,14.59,445.51,18.10,1
273900,59,195,229,908,3,922,4294967295,24.26,1014.82,14.59,444.62,18.10,1
274896,58,194,230,904,3,924,4294967295,24.26,1014.82,14.57,445.80,18.10,1
275892,59,196,234,907,2,950,4294967295,24.26,1014.82,14.55,446.10,18.02,1
276888,59,198,235,908,2,993,4294967295,24.26,1014.83,14.53,443.74,18.02,1
277884,59,202,237,912,3,1038,4294967295,24.26,1014.83,14.52,447.88,17.93,1
278880,60,206,240,916,3,1118,4294967295,24.26,1014.84,14.49,446.40,17.85,1
279876,61,208,244,920,3,1193,4294967295,24.26,1014.85,14.48,449.38,17.77,1
280872,61,210,250,924,3,1425,4294967295,24.26,1014.86,14.46,445.21,17.77,1
281868,62,216,257,935,2,1613,4294967295,24.26,1014.86,14.45,446.99,17.68,1
282864,63,221,261,946,3,1552,4294967295,24.26,1014.87,14.44,446.40,17.60,1
283860,63,224,265,950,3,1360,4294967295,24.26,1014.88,14.43,447.88,17.52,1
284856,63,225,262,946,2,1767,4294967295,24.26,1014.89,14.41,446.40,17.52,1
285852,63,224,259,939,3,1847,4294967295,24.26,1014.89,14.41,448.78,17.43,1
286848,64,224,260,934,2,1899,4294967295,24.26,1014.90,14.41,447.29,17.43,1
287844,64,224,261,929,2,1987,4294967295,24.26,1014.90,14.39,453.02,17.52,1
288840,63,224,260,924,2,2076,4294967295,24.26,1014.89,14.38,449.08,17.52,1
289836,63,223,260,921,3,2200,4294967295,24.26,1014.89,14.37,448.48,17.60,1
290832,63,223,259,916,3,2297,4294967295,24.26,1014.88,14.37,447.59,17.60,1
291828,63,222,260,912,3,2271,4294967295,24.26,1014.88,14.36,450.29,17.68,1
292824,63,223,262,911,3,2255,4294967295,24.26,1014.87,14.34,449.08,17.68,1
293820,64,224,264,910,3,1843,4294967295,24.26,1014.87,14.35,450.89,17.68,1
294816,64,223,269,909,3,2291,4294967295,24.26,1014.87,14.34,451.80,17.77,1
295812,64,223,271,909,2,2151,4294967295,24.25,1014.86,14.33,453.02,17.85,1
296808,65,225,274,914,2,2123,4294967295,24.26,1014.85,14.33,452.71,17.93,1
297804,65,226,275,915,3,2161,4294967295,24.26,1014.84,14.33,453.32,18.02,1
298800,66,230,278,921,3,2399,4294967295,24.26,1014.83,14.33,451.19,18.10,1
299796,66,233,281,926,3,2142,4294967295,24.26,1014.82,14.32,450.29,18.10,1
300792,66,234,282,926,2,2205,4294967295,24.26,1014.82,14.32,450.59,18.18,1
301788,67,234,285,924,2,2190,4294967295,24.26,1014.81,14.32,453.32,18.18,1
302784,68,237,291,931,2,1801,4294967295,24.26,1014.81,14.32,450.89,18.27,1
303780,68,236,290,930,2,2036,4294967295,24.26,1014.80,14.31,448.18,18.18,1
304776,69,242,299,937,2,1992,4294967295,24.26,1014.81,14.31,441.70,18.35,1
305772,71,252,307,960,2,2190,4294967295,24.26,1014.79,14.32,431.77,18.35,1
306768,71,256,310,969,2,2085,4294967295,24.25,1014.79,14.32,432.60,18.43,1
307764,71,253,305,963,2,2072,4294967295,24.25,1014.78,14.32,426.56,18.43,1
308760,71,250,301,956,2,1940,4294967295,24.25,1014.78,14.32,412.92,18.51,1
309756,71,247,299,948,2,1863,4294967295,24.25,1014.77,14.33,402.29,18.51,1
310752,70,246,298,942,2,1738,4294967295,24.26,1014.77,14.34,391.05,18.51,1
311748,70,250,300,943,2,1775,4294967295,24.26,1014.77,14.35,373.30,18.51,1
312744,70,251,301,941,2,1607,4294967295,24.26,1014.77,14.34,364.25,18.43,1
313740,71,256,306,946,2,1506,4294967295,24.26,1014.78,14.36,359.10,18.43,1
314736,72,261,309,951,2,1471,4294967295,24.26,1014.78,14.37,349.98,18.43,1
315732,72,266,315,960,2,1509,4294967295,24.26,1014.78,14.37,348.14,18.43,1
316728,72,267,316,959,2,1506,4294967295,24.26,1014.78,14.37,349.24,18.35,1
317724,73,267,317,956,2,1512,4294967295,24.26,1014.79,14.37,348.87,18.35,1
318720,73,269,319,954,2,1633,4294967295,24.25,1014.79,14.36,353.35,18.35,1
319716,74,271,322,954,2,1843,4294967295,24.25,1014.79,14.37,354.86,18.35,1
320712,74,277,325,958,2,1723,4294967295,24.25,1014.79,14.36,356.39,18.35,1
321708,75,281,329,966,2,2104,4294967295,24.25,1014.79,14.36,356.39,18.43,1
322704,75,285,333,973,2,2118,4294967295,24.25,1014.78,14.35,358.71,18.43,1
323700,77,289,339,977,2,2067,4294967295,24.25,1014.78,14.37,364.65,18.51,1
324696,78,291,344,979,2,1883,4294967295,24.25,1014.77,14.35,366.27,18.43,1
325692,79,294,346,978,2,2127,4294967295,24.25,1014.78,14.35,367.49,18.43,1
326688,80,299,352,982,2,2099,4294967295,24.25,1014.78,14.34,370.79,18.43,1
327684,82,303,357,985,2,2123,4294967295,24.25,1014.78,14.33,374.14,18.51,1
328680,82,304,362,986,2,2220,4294967295,24.25,1014.77,14.33,376.70,18.51,1
329676,83,304,366,985,2,2049,4294967295,24.25,1014.77,14.33,375.84,18.43,1
330672,84,306,368,985,2,2009,4294967295,24.25,1014.78,14.32,381.94,18.51,1
331668,85,309,371,987,2,2334,4294967295,24.25,1014.77,14.33,381.72,18.51,1
332664,86,311,372,987,2,2404,4294967295,24.25,1014.77,14.32,387.22,18.51,1
333660,86,314,375,986,2,2318,4294967295,24.25,1014.77,14.31,387.22,18.60,1
334656,88,320,380,990,2,2393,4294967295,24.25,1014.76,14.30,393.57,18.60,1
335652,88,322,384,990,2,2531,4294967295,24.25,1014.76,14.30,391.74,18.51,1
336648,89,322,386,987,2,2567,4294967295,24.25,1014.77,14.30,394.96,18.51,1
337644,89,319,386,983,3,2616,4294967295,24.25,1014.77,14.28,392.65,18.51,1
338640,89,317,385,979,2,2628,4294967295,24.25,1014.77,14.29,397.53,18.60,1
339636,89,316,382,974,2,2902,4294967295,24.25,1014.76,14.29,400.61,18.60,1
340632,88,315,379,969,2,2404,4294967295,24.25,1014.76,14.28,399.18,18.60,1
341628,88,316,382,967,2,2561,4294967295,24.25,1014.76,14.28,401.09,18.51,1
342624,89,318,384,967,2,2421,4294967295,24.25,1014.77,14.29,405.45,18.51,1
343620,89,323,387,970,2,2628,4294967295,24.25,1014.77,14.29,403.50,18.51,1
344616,90,326,390,975,2,2666,4294967295,24.24,1014.77,14.29,405.69,18.60,1
345612,90,328,389,976,2,2724,4294967295,24.24,1014.76,14.28,408.41,18.51,1
346608,90,330,389,975,2,2874,4294967295,24.24,1014.77,14.28,407.42,18.43,1
347604,90,331,392,976,2,2997,4294967295,24.24,1014.78,14.27,410.90,18.43,1
348600,91,329,392,973,2,3057,4294967295,24.24,1014.78,14.29,413.69,18.35,1
349596,91,329,392,969,2,3232,4294967295,24.24,1014.79,14.28,411.91,18.35,1
350592,90,327,388,966,2,3465,4294967295,24.24,1014.79,14.27,416.25,18.27,1
351588,90,326,386,959,2,3438,4294967295,24.24,1014.80,14.28,413.69,18.27,1
352584,89,322,382,955,2,3483,4294967295,24.24,1014.80,14.28,418.06,18.27,1
353580,88,318,379,948,2,3604,4294967295,24.24,1014.80,14.27,419.37,18.27,1
354576,88,316,377,944,2,3042,4294967295,24.24,1014.80,14.28,417.54,18.18,1
355572,88,315,378,940,2,3035,4294967295,24.24,1014.81,14.28,419.89,18.18,1
356568,87,314,377,939,2,2990,4294967295,24.24,1014.81,14.28,419.11,18.18,1
357564,86,312,375,936,2,2960,4294967295,24.24,1014.81,14.28,421.21,18.18,1
358560,86,312,375,934,2,2931,4294967295,24.24,1014.81,14.29,421.21,18.18,1
359556,86,311,374,933,2,2798,4294967295,24.24,1014.81,14.29,421.47,18.18,0
360552,86,310,375,933,2,3906,4294967295,24.24,1014.81,14.30,419.63,18.18,0
361548,86,309,372,930,2,4489,4294967295,24.24,1014.81,14.28,422.80,18.27,0
362544,86,309,372,929,2,4426,4294967295,24.24,1014.80,14.30,422.80,18.35,0
363540,85,309,373,929,2,4303,4294967295,24.24,1014.79,14.30,421.74,18.27,0
364536,85,311,375,931,2,4673,4294967295,24.24,1014.80,14.30,424.40,18.27,0
365532,86,312,378,934,2,3652,4294967295,24.24,1014.80,14.31,422.80,18.27,0
366528,86,312,382,934,2,3199,4294967295,24.24,1014.80,14.30,419.11,18.27,0
367524,86,310,382,933,3,4606,4294967295,24.24,1014.80,14.30,422.00,18.27,0
368520,86,305,379,929,2,4660,4294967295,24.25,1014.80,14.30,423.87,18.35,0
369516,84,303,375,922,2,4138,4294967295,24.25,1014.79,14.31,423.33,18.27,0
370512,84,300,372,917,2,7643,4294967295,24.25,1014.80,14.31,422.27,18.27,0
371508,83,297,369,913,2,3917,4294967295,24.25,1014.80,14.31,420.42,18.18,0
372504,83,294,365,908,2,3623,4294967295,24.25,1014.81,14.32,421.74,18.18,0
373500,82,291,363,904,2,3420,4294967295,24.25,1014.81,14.31,422.00,18.27,0
374496,81,290,360,900,2,3350,4294967295,24.25,1014.80,14.32,421.47,18.27,0
375492,81,288,358,899,2,3127,4294967295,24.25,1014.80,14.32,422.80,18.27,0
376488,79,286,355,896,2,2895,4294967295,24.25,1014.80,14.32,422.53,18.27,0
377484,79,283,352,891,2,2853,4294967295,24.25,1014.80,14.33,424.94,18.35,0
378480,78,281,350,887,2,2647,4294967295,24.25,1014.79,14.33,422.53,18.35,0
379476,78,279,347,883,2,2724,4294967295,24.25,1014.79,14.33,424.13,18.35,0
380472,77,276,345,880,2,2461,4294967295,24.25,1014.79,14.33,424.67,18.35,0
381468,77,275,342,876,2,2438,4294967295,24.25,1014.79,14.32,425.48,18.43,0
382464,76,273,339,874,3,2467,4294967295,24.25,1014.78,14.33,424.94,18.43,0
383460,75,271,337,871,2,2371,4294967295,24.25,1014.78,14.33,426.56,18.35,0
384456,75,270,335,868,2,2137,4294967295,24.25,1014.79,14.33,426.83,18.27,0
385452,75,269,333,866,3,2467,4294967295,24.25,1014.80,14.33,422.00,18.35,0
386448,75,269,334,870,3,2438,4294967295,24.25,1014.79,14.33,426.83,18.27,0
387444,74,267,334,869,3,2421,4294967295,24.25,1014.80,14.33,428.46,18.27,0
388440,74,265,332,866,3,2449,4294967295,24.25,1014.80,14.33,427.10,18.18,0
389436,74,263,332,864,3,2302,4294967295,24.25,1014.81,14.32,429.01,18.27,0
390432,73,262,331,863,3,2281,4294967295,24.25,1014.80,14.31,430.66,18.27,0
391428,72,260,329,861,3,2427,4294967295,24.25,1014.80,14.31,430.93,18.27,0
392424,73,261,329,865,3,2245,4294967295,24.25,1014.80,14.31,432.60,18.18,0
393420,73,262,332,872,3,2297,4294967295,24.25,1014.81,14.31,432.04,18.27,0
394416,73,262,331,874,2,2427,4294967295,24.25,1014.80,14.31,433.72,18.35,0
395412,72,261,330,871,3,2410,4294967295,24.25,1014.79,14.32,434.28,18.35,0
396408,72,260,329,868,3,2467,4294967295,24.25,1014.79,14.31,435.69,18.43,0
397404,72,258,328,865,3,2478,4294967295,24.25,1014.78,14.31,430.93,18.43,0
398400,71,255,329,861,3,2525,4294967295,24.25,1014.78,14.29,436.54,18.43,0
399396,71,254,328,858,3,2302,4294967295,24.25,1014.78,14.30,436.82,18.51,0
400392,71,253,327,854,3,2461,4294967295,24.25,1014.77,14.29,439.39,18.43,0
401388,70,252,326,853,3,2444,4294967295,24.25,1014.78,14.28,440.25,18.35,0
402384,71,251,328,854,3,2371,4294967295,24.25,1014.79,14.29,439.39,18.43,0
403380,71,251,330,858,3,2371,4294967295,24.25,1014.78,14.29,440.54,18.43,0
404376,71,252,330,863,3,2393,4294967295,24.25,1014.78,14.27,440.83,18.51,0
405372,70,251,329,861,3,2472,4294967295,24.25,1014.77,14.27,440.54,18.51,0
406368,70,249,328,857,3,2585,4294967295,24.25,1014.77,14.28,441.70,18.43,0
407364,69,247,327,855,3,2507,4294967295,24.25,1014.78,14.28,442.28,18.43,0
408360,69,246,326,851,3,2519,4294967295,24.25,1014.78,14.27,444.33,18.43,0
409356,68,246,325,849,3,1899,4294967295,24.25,1014.78,14.26,445.21,18.35,0
410352,69,245,325,849,3,2399,4294967295,24.25,1014.79,14.26,441.99,18.35,0
411348,69,246,327,857,3,2421,4294967295,24.25,1014.79,14.26,445.80,18.27,0
412344,70,247,331,864,3,2416,4294967295,24.25,1014.80,14.26,448.78,18.27,0
413340,70,247,332,871,4,2531,4294967295,24.25,1014.80,14.26,447.29,18.27,0
414336,70,247,333,872,3,2416,4294967295,24.25,1014.80,14.26,447.59,18.27,0
415332,70,247,335,871,3,2449,4294967295,24.25,1014.80,14.25,448.48,18.35,0
416328,70,246,336,870,3,2388,4294967295,24.25,1014.79,14.24,448.18,18.35,0
417324,70,247,337,872,3,2591,4294967295,24.25,1014.79,14.24,450.59,18.35,0
418320,70,246,337,870,3,2467,4294967295,24.25,1014.79,14.24,451.19,18.27,0
419316,70,246,337,867,2,2265,4294967295,24.25,1014.80,14.23,450.89,18.27,0
420312,70,244,337,867,3,2490,4294967295,24.25,1014.80,14.24,451.50,18.27,0
421308,69,246,337,868,3,2591,4294967295,24.25,1014.80,14.23,452.41,18.35,1
422304,70,246,339,871,3,2731,4294967295,24.25,1014.79,14.24,453.32,18.43,1
423300,69,247,340,873,2,1521,4294967295,24.25,1014.78,14.23,451.80,18.35,1
424296,70,254,348,895,2,2371,4294967295,24.25,1014.79,14.23,452.71,18.35,1
425292,71,257,352,906,2,2597,4294967295,24.25,1014.79,14.23,451.80,18.35,1
426288,71,263,355,917,2,2312,4294967295,24.25,1014.79,14.22,453.02,18.35,1
427284,72,267,356,926,2,2432,4294967295,24.25,1014.79,14.22,453.94,18.35,1
428280,72,270,360,934,2,2240,4294967295,24.25,1014.79,14.23,454.86,18.35,1
429276,73,273,363,940,2,2647,4294967295,24.25,1014.79,14.23,455.48,18.35,1
430272,74,277,366,947,2,2461,4294967295,24.25,1014.79,14.22,459.84,18.35,1
431268,74,277,365,945,2,2421,4294967295,24.25,1014.79,14.23,456.10,18.43,1
432264,74,279,365,942,2,2705,4294967295,24.25,1014.78,14.23,455.48,18.43,1
433260,75,279,366,941,2,3385,4294967295,24.25,1014.78,14.22,456.40,18.43,1
434256,74,277,366,936,2,3456,4294967295,24.25,1014.78,14.22,456.10,18.43,1
435252,74,275,364,929,2,3672,4294967295,24.25,1014.78,14.22,453.94,18.43,1
436248,74,276,364,927,2,3474,4294967295,24.25,1014.78,14.22,455.17,18.35,1
437244,74,281,368,931,2,3761,4294967295,24.25,1014.79,14.23,458.27,18.35,1
438240,74,281,367,931,2,3853,4294967295,24.25,1014.79,14.23,456.10,18.35,1
439236,74,283,370,934,3,2744,4294967295,24.25,1014.79,14.22,457.34,18.35,1
440232,75,286,375,938,2,814,4294967295,24.25,1014.79,14.23,453.94,18.27,1
441228,74,287,372,939,3,3104,4294967295,24.25,1014.80,14.22,457.65,18.27,1
442224,75,292,374,942,2,956,4294967295,24.25,1014.80,14.23,460.47,18.18,1
443220,76,295,377,947,2,2045,4294967295,24.24,1014.81,14.23,457.96,18.18,1
444216,76,303,381,958,3,3557,4294967295,24.24,1014.81,14.24,456.10,18.10,1
445212,78,315,390,976,2,4896,4294967295,24.24,1014.82,14.23,458.27,18.02,1
446208,81,325,400,989,2,6444,4294967295,24.24,1014.83,14.23,459.53,18.02,1
447204,82,328,403,988,2,3035,4294967295,24.24,1014.83,14.25,458.58,17.93,1
448200,82,326,400,982,2,5028,4294967295,24.24,1014.84,14.24,460.47,17.93,1
449196,82,326,400,978,2,2705,4294967295,24.24,1014.84,14.24,459.84,17.77,1
450192,80,327,401,978,27,15652748,4294967295,24.23,1014.86,14.25,463.65,17.93,1
451188,83,329,407,979,1,3232,4294967295,24.24,1014.84,14.25,462.69,17.85,1
452184,84,333,411,980,8,27227,4294967295,24.23,1014.85,14.24,461.10,17.77,1
453180,85,336,411,982,5,21387,4294967295,24.23,1014.86,14.26,459.21,17.77,1
454176,85,336,409,980,6,4294967295,4294967295,24.23,1014.86,14.25,463.01,17.77,1
455172,85,336,410,978,8,59959,4294967295,24.22,1014.86,14.26,463.97,17.85,1
456168,85,334,407,974,8,47663,4294967295,24.22,1014.85,14.26,461.74,17.93,1
457164,86,336,409,971,3,25332,4294967295,24.22,1014.84,14.27,459.53,17.93,1
458160,86,336,410,971,1,7310,4294967295,24.22,1014.84,14.25,462.37,17.93,1
459156,87,335,410,969,2,9375,4294967295,24.23,1014.84,14.26,463.65,18.02,1
460152,87,337,412,970,4,22172,4294967295,24.23,1014.83,14.27,464.93,17.93,1
461148,87,339,413,972,2,18878,4294967295,24.24,1014.84,14.27,465.58,18.02,1
462144,87,340,415,971,2,25056,4294967295,24.24,1014.83,14.26,467.20,18.02,1
463140,88,342,418,972,3,50105,4294967295,24.24,1014.83,14.26,468.17,17.93,1
464136,88,345,422,974,4,154984,4294967295,24.24,1014.84,14.27,466.22,18.02,1
465132,88,344,419,972,4,35800068,4294967295,24.24,1014.83,14.26,467.85,18.10,1
466128,88,346,421,971,4,192696,4294967295,24.24,1014.82,14.26,470.47,18.02,1
467124,89,348,423,972,3,174482,4294967295,24.24,1014.83,14.26,465.25,17.93,1
468120,89,347,422,971,5,613544,4294967295,24.24,1014.84,14.26,463.65,17.93,1
469116,88,346,421,967,6,4294967295,4294967295,24.24,1014.84,14.27,468.83,18.02,1
470112,88,348,422,966,4,901852,4294967295,24.24,1014.83,14.26,466.55,18.02,1
471108,89,345,420,962,4,636387200,4294967295,24.24,1014.83,14.25,468.83,18.02,1
472104,88,341,419,956,3,763531,4294967295,24.24,1014.83,14.26,468.17,18.02,1
473100,88,339,419,951,2,228606,4294967295,24.24,1014.83,14.26,467.52,18.02,1
474096,89,337,420,947,2,99662,4294967295,24.24,1014.83,14.25,468.83,18.02,1
475092,89,333,419,943,3,320161,4294967295,24.24,1014.83,14.25,469.81,18.02,1
476088,88,331,415,938,3,4783309,4294967295,24.24,1014.83,14.25,468.83,18.02,1
477084,88,329,416,934,3,626530,4294967295,24.24,1014.83,14.26,471.46,18.02,1
478080,87,329,416,933,2,330476,4294967295,24.24,1014.83,14.25,469.48,18.02,1
479076,87,325,412,929,2,8013620,4294967295,24.24,1014.83,14.25,471.46,17.93,1
480072,87,327,417,929,2,1523551,4294967295,24.24,1014.84,14.25,470.14,17.93,1
481068,89,331,424,936,2,5037932,4294967295,24.24,1014.84,14.26,474.45,18.02,1
482064,89,331,424,938,3,22796002,4294967295,24.24,1014.83,14.25,471.46,18.10,1
483060,89,328,420,934,2,6657514,4294967295,24.24,1014.82,14.25,473.79,18.10,1
484056,88,324,415,928,3,4294967295,4294967295,24.24,1014.82,14.25,472.79,18.10,1
485052,87,321,413,923,5,4294967295,4294967295,24.24,1014.82,14.25,473.79,18.18,1
486048,87,323,418,925,4,4294967295,4294967295,24.24,1014.81,14.24,474.12,18.18,1
487044,87,323,420,926,4,474753,4294967295,24.24,1014.81,14.25,472.79,18.27,1
488040,88,323,422,925,2,6278943,4294967295,24.24,1014.80,14.23,474.12,18.18,1
489036,89,323,424,926,3,4294967295,4294967295,24.24,1014.81,14.24,473.79,18.18,1
490032,89,322,424,924,4,4294967295,4294967295,24.24,1014.81,14.24,470.47,18.10,1
491028,87,321,421,922,5,4294967295,4294967295,24.24,1014.82,14.23,469.48,18.10,1
492024,87,318,419,918,4,4294967295,4294967295,24.24,1014.82,14.25,475.12,18.18,1
493020,87,316,420,914,5,4294967295,4294967295,24.24,1014.81,14.24,474.12,18.18,1
494016,88,316,422,913,3,4294967295,4294967295,24.24,1014.81,14.23,474.79,18.18,1
495012,87,315,420,912,3,4294967295,4294967295,24.24,1014.81,14.24,473.45,18.10,1
496008,88,315,422,910,3,4294967295,4294967295,24.24,1014.82,14.24,471.46,18.02,1
497004,88,316,425,913,3,4294967295,4294967295,24.24,1014.83,14.23,471.46,18.10,1
498000,88,314,422,914,3,6278943,4294967295,24.24,1014.82,14.24,475.80,18.10,1
498996,87,311,416,909,3,2051995,4294967295,24.24,1014.82,14.23,477.49,18.10,1
499992,86,308,411,903,3,89069520,4294967295,24.23,1014.82,14.22,474.12,18.10,1
500988,85,306,411,899,3,1675384,4294967295,24.24,1014.82,14.24,475.46,18.18,1
501984,85,306,412,898,3,4783309,4294967295,24.24,1014.81,14.24,473.45,18.10,1
502980,86,307,417,900,3,4294967295,4294967295,24.24,1014.82,14.23,475.80,18.27,1
503976,86,307,417,902,3,2004268416,4294967295,24.24,1014.80,14.22,476.81,18.27,1
504972,86,305,416,899,3,7069989,4294967295,24.23,1014.80,14.23,473.45,18.18,1
505968,86,305,415,899,3,4294967295,4294967295,24.23,1014.81,14.23,474.12,18.27,1
506964,86,304,417,898,3,997543,4294967295,24.23,1014.80,14.22,476.47,18.27,1
